time_ms;healthy;sick;recovered;dead
63909760775577;1716;469;0;0
63909761083639;1716;469;0;0
63909761384937;1716;469;0;0
63909761684981;1716;469;0;0
63909761990798;1716;469;0;0
63909762292603;1716;469;0;0
63909762603344;1716;469;0;0
63909762912208;1716;469;0;0
63909763213084;1716;469;0;0
63909763524928;1716;469;0;0
63909763828292;1716;469;0;0
63909764137887;1716;469;0;0
63909764449270;1716;469;0;0
63909764757954;1716;469;0;0
63909765064101;1716;469;0;0
63909765366265;1716;469;0;0
63909765667316;1716;469;0;0
63909765973498;1716;469;0;0
63909766275274;1716;469;0;0
63909766575533;1716;469;0;0
63909766885493;1716;469;0;0
63909767186272;1716;469;0;0
63909767491090;1716;469;0;0
63909767797293;1716;469;0;0
63909768097309;1716;469;0;0
63909768403052;1716;469;0;0
63909768707822;1716;469;0;0
63909769014477;1716;469;0;0
63909769322504;1716;469;0;0
63909769628737;1716;469;0;0
63909769935552;1716;469;0;0
63909770242065;1716;469;0;0
63909770549324;1716;469;0;0
63909770853736;1716;469;0;0
63909771161422;1716;469;0;0
63909771465706;1716;469;0;0
63909771771362;1716;469;0;0
63909772079293;1716;469;0;0
63909772380945;1716;469;0;0
63909772683969;1716;469;0;0
63909772989110;1716;469;0;0
63909773296886;1716;469;0;0
63909773602606;1716;469;0;0
63909773905627;1716;469;0;0
63909774207153;1716;469;0;0
63909774513298;1716;469;0;0
63909774817421;1716;469;0;0
63909775126174;1716;469;0;0
63909775428572;1716;469;0;0
63909775733176;1716;469;0;0
63909776040446;1716;469;0;0
63909776348680;1716;469;0;0
63909776648729;1716;469;0;0
63909776958971;1716;469;0;0
63909777267405;1716;469;0;0
63909777570574;1716;469;0;0
63909777877851;1716;469;0;0
63909778179357;1716;469;0;0
63909778482723;1716;469;0;0
63909778787893;1716;469;0;0
63909779088067;1716;469;0;0
63909779398139;1716;469;0;0
63909779699269;1716;469;0;0
63909780005770;1715;470;0;0
63909780308231;1715;470;0;0
63909780616686;1715;470;0;0
63909780920666;1714;471;0;0
63909781228766;1714;471;0;0
63909781530759;1714;471;0;0
63909781839653;1714;471;0;0
63909782142279;1711;474;0;0
63909782447021;1709;476;0;0
63909782752739;1707;478;0;0
63909783060894;1706;479;0;0
63909783368036;1706;479;0;0
63909783668531;1704;481;0;0
63909783972135;1704;481;0;0
63909784274719;1702;483;0;0
63909784582217;1699;486;0;0
63909784884641;1694;491;0;0
63909785191248;1693;492;0;0
63909785491578;1693;492;0;0
63909785793311;1693;492;0;0
63909786100114;1690;495;0;0
63909786401073;1690;495;0;0
63909786701914;1685;500;0;0
63909787060386;1678;507;0;0
63909787362799;1676;509;0;0
63909787669131;1670;515;0;0
63909787983331;1670;515;0;0
63909788290837;1668;517;0;0
63909788596978;1667;518;0;0
63909788904202;1666;519;0;0
63909789209305;1663;522;0;0
63909789515257;1659;526;0;0
63909789816762;1654;531;0;0
63909790121581;1651;534;0;0
63909790423824;1649;536;0;0
63909790730563;1649;536;0;0
63909791038511;1642;543;0;0
63909791339691;1638;547;0;0
63909791640601;1632;553;0;0
63909791942137;1630;555;0;0
63909792246103;1626;559;0;0
63909792552846;1622;563;0;0
63909792862288;1617;568;0;0
63909793164237;1614;571;0;0
63909793469009;1611;574;0;0
63909793776951;1609;576;0;0
63909794080766;1606;579;0;0
63909794386838;1599;586;0;0
63909794691849;1595;590;0;0
63909794994389;1591;594;0;0
63909795302190;1589;596;0;0
63909795605964;1586;599;0;0
63909795908569;1582;603;0;0
63909796209167;1580;605;0;0
63909796512732;1577;608;0;0
63909796818335;1575;610;0;0
63909797128275;1574;611;0;0
63909797433411;1569;616;0;0
63909797735517;1565;620;0;0
63909798042986;1562;623;0;0
63909798345764;1558;627;0;0
63909798652264;1553;632;0;0
63909798952422;1549;636;0;0
63909799259584;1544;641;0;0
63909799560572;1540;645;0;0
63909799865358;1535;650;0;0
63909800170288;1533;652;0;0
63909800476790;1527;658;0;0
63909800784981;1523;662;0;0
63909801088731;1517;668;0;0
63909801391108;1514;671;0;0
63909801699160;1508;677;0;0
63909802001581;1506;679;0;0
63909802302062;1502;683;0;0
63909802605565;1499;686;0;0
63909802909238;1493;692;0;0
63909803209975;1492;693;0;0
63909803518469;1486;699;0;0
63909803821589;1480;705;0;0
63909804123328;1478;707;0;0
63909804428321;1473;712;0;0
63909804733702;1467;718;0;0
63909805042492;1464;721;0;0
63909805344040;1462;723;0;0
63909805646905;1458;727;0;0
63909805951416;1452;733;0;0
63909806253328;1447;738;0;0
63909806560406;1446;739;0;0
63909806866541;1440;745;0;0
63909807177459;1430;755;0;0
63909807482319;1425;760;0;0
63909807789526;1418;767;0;0
63909808094629;1413;772;0;0
63909808402036;1410;775;0;0
63909808707166;1404;781;0;0
63909809015854;1398;787;0;0
63909809317340;1393;792;0;0
63909809617472;1389;796;0;0
63909809918554;1386;799;0;0
63909810226091;1380;805;0;0
63909810532571;1379;806;0;0
63909810832621;1377;808;0;0
63909811139903;1371;814;0;0
63909811446997;1364;821;0;0
63909811755419;1358;827;0;0
63909812057863;1353;832;0;0
63909812362244;1350;835;0;0
63909812671287;1350;835;0;0
63909812972435;1348;837;0;0
63909813278618;1344;841;0;0
63909813585610;1343;842;0;0
63909813900522;1340;845;0;0
63909814218560;1337;848;0;0
63909814531715;1334;851;0;0
63909814833589;1331;854;0;0
63909815154363;1326;859;0;0
63909815464659;1321;864;0;0
63909815772677;1319;866;0;0
63909816076169;1315;870;0;0
63909816388347;1310;875;0;0
63909816697634;1305;880;0;0
63909817005165;1300;885;0;0
63909817309099;1297;888;0;0
63909817613867;1292;893;0;0
63909817935948;1288;897;0;0
63909818250981;1283;902;0;0
63909818552001;1279;906;0;0
63909818863632;1273;912;0;0
63909819177177;1269;916;0;0
63909819486596;1263;922;0;0
63909819792693;1256;929;0;0
63909820106612;1253;932;0;0
63909820413442;1249;936;0;0
63909820728156;1244;941;0;0
63909821032286;1240;945;0;0
63909821352024;1234;951;0;0
63909821668671;1229;956;0;0
63909821970757;1223;962;0;0
63909822287223;1221;964;0;0
63909822591241;1218;967;0;0
63909822901882;1214;971;0;0
63909823202861;1212;973;0;0
63909823516603;1206;979;0;0
63909823831319;1205;980;0;0
63909824146341;1200;985;0;0
63909824450348;1196;989;0;0
63909824750473;1193;992;0;0
63909825065400;1189;996;0;0
63909825381663;1186;999;0;0
63909825700745;1181;1004;0;0
63909826015543;1178;1007;0;0
63909826326320;1175;1010;0;0
63909826629711;1171;1014;0;0
63909826933026;1166;1019;0;0
63909827240837;1161;1024;0;0
63909827542186;1158;1027;0;0
63909827853146;1154;1031;0;0
63909828165189;1149;1036;0;0
63909828465518;1145;1040;0;0
63909828783208;1137;1048;0;0
63909829098783;1134;1051;0;0
63909829402517;1131;1054;0;0
63909829705911;1128;1057;0;0
63909830011421;1124;1061;0;0
63909830326620;1122;1063;0;0
63909830640284;1118;1067;0;0
63909830944551;1115;1070;0;0
63909831262621;1113;1072;0;0
63909831570459;1111;1074;0;0
63909831886576;1109;1076;0;0
63909832199595;1107;1078;0;0
63909832500205;1105;1080;0;0
63909832803055;1102;1083;0;0
63909833109399;1099;1086;0;0
63909833425207;1097;1088;0;0
63909833743132;1094;1091;0;0
63909834046463;1090;1095;0;0
63909834365447;1083;1102;0;0
63909834668925;1078;1107;0;0
63909834982148;1075;1110;0;0
63909835284936;1073;1112;0;0
63909835585320;1069;1116;0;0
63909835887778;1067;1118;0;0
63909836208422;1063;1122;0;0
63909836522600;1061;1124;0;0
63909836826207;1058;1127;0;0
63909837135105;1056;1129;0;0
63909837451658;1052;1133;0;0
63909837769046;1048;1137;0;0
63909838083849;1047;1138;0;0
63909838391952;1045;1140;0;0
63909838695339;1042;1143;0;0
63909839004909;1040;1145;0;0
63909839313475;1036;1149;0;0
63909839614907;1033;1152;0;0
63909839933402;1030;1155;0;0
63909840237361;1028;1157;0;0
63909840541715;1027;1158;0;0
63909840844819;1024;1161;0;0
63909841151253;1020;1165;0;0
63909841458807;1019;1166;0;0
63909841762919;1014;1171;0;0
63909842063953;1013;1172;0;0
63909842385351;1011;1174;0;0
63909842688462;1010;1175;0;0
63909842994245;1008;1177;0;0
63909843301915;1006;1179;0;0
63909843604714;1002;1183;0;0
63909843905791;1001;1184;0;0
63909844206686;999;1186;0;0
63909844515915;997;1188;0;0
63909844821043;995;1190;0;0
63909845131171;994;1191;0;0
63909845431442;993;1192;0;0
63909845739191;991;1194;0;0
63909846047899;987;1198;0;0
63909846352802;986;1199;0;0
63909846657260;984;1201;0;0
63909846966440;980;1205;0;0
63909847272211;978;1207;0;0
63909847574868;976;1209;0;0
63909847883053;972;1213;0;0
63909848183539;970;1215;0;0
63909848492143;969;1216;0;0
63909848793148;965;1220;0;0
63909849095351;963;1222;0;0
63909849397592;959;1226;0;0
63909849703316;959;1226;0;0
63909850011387;958;1227;0;0
63909850318343;955;1230;0;0
63909850624461;954;1231;0;0
63909850932948;950;1235;0;0
63909851234531;949;1236;0;0
63909851537732;948;1237;0;0
63909851847330;945;1240;0;0
63909852154730;944;1241;0;0
63909852460534;941;1244;0;0
63909852767253;939;1246;0;0
63909853075687;939;1246;0;0
63909853375989;935;1250;0;0
63909853678675;931;1254;0;0
63909853982711;928;1257;0;0
63909854290299;925;1260;0;0
63909854594941;921;1264;0;0
63909854900074;918;1267;0;0
63909855206973;913;1272;0;0
63909855511653;909;1276;0;0
63909855818219;906;1279;0;0
63909856120644;900;1285;0;0
63909856428285;895;1290;0;0
63909856732805;894;1291;0;0
63909857034228;893;1292;0;0
63909857340535;892;1293;0;0
63909857641176;887;1298;0;0
63909857944421;885;1300;0;0
63909858244452;883;1302;0;0
63909858554887;880;1305;0;0
63909858862590;878;1307;0;0
63909859210135;876;1309;0;0
63909859515342;875;1310;0;0
63909859825673;872;1313;0;0
63909860131683;868;1317;0;0
63909860433041;866;1319;0;0
63909860741428;863;1322;0;0
63909861048795;859;1326;0;0
63909861350007;858;1327;0;0
63909861656932;854;1331;0;0
63909861964048;851;1334;0;0
63909862273160;849;1336;0;0
63909862592662;844;1341;0;0
63909862898037;842;1343;0;0
63909863201499;838;1347;0;0
63909863509234;836;1349;0;0
63909863810957;832;1353;0;0
63909864113031;830;1355;0;0
63909864414342;826;1359;0;0
63909864720849;823;1362;0;0
63909865021662;821;1364;0;0
63909865327531;820;1365;0;0
63909865628730;817;1368;0;0
63909865929052;813;1372;0;0
63909866232443;808;1377;0;0
63909866540209;803;1382;0;0
63909866849967;800;1385;0;0
63909867150006;797;1388;0;0
63909867459275;795;1390;0;0
63909867764891;793;1392;0;0
63909868066712;788;1397;0;0
63909868376092;784;1401;0;0
63909868683203;783;1402;0;0
63909868985196;780;1405;0;0
63909869285851;778;1407;0;0
63909869592234;776;1409;0;0
63909869901577;775;1410;0;0
63909870207704;768;1417;0;0
63909870509315;765;1420;0;0
63909870812736;765;1420;0;0
63909871115568;763;1422;0;0
63909871423382;763;1422;0;0
63909871724081;761;1424;0;0
63909872032392;754;1431;0;0
63909872333671;751;1434;0;0
63909872640923;747;1438;0;0
63909872945599;746;1439;0;0
63909873250693;745;1440;0;0
63909873560661;744;1441;0;0
63909873867104;742;1443;0;0
63909874175440;739;1446;0;0
63909874485317;735;1450;0;0
63909874785968;734;1451;0;0
63909875094747;731;1454;0;0
63909875395376;730;1455;0;0
63909875704203;729;1456;0;0
63909876007346;726;1459;0;0
63909876307798;725;1460;0;0
63909876614216;724;1461;0;0
63909876924819;722;1463;0;0
63909877230835;721;1464;0;0
63909877538433;719;1466;0;0
63909877844219;715;1470;0;0
63909878151722;713;1472;0;0
63909878457130;711;1474;0;0
63909878760307;705;1480;0;0
63909879063001;701;1484;0;0
63909879371987;698;1487;0;0
63909879672337;696;1489;0;0
63909879980554;693;1492;0;0
63909880284945;689;1496;0;0
63909880592593;686;1499;0;0
63909880901932;682;1503;0;0
63909881202752;679;1506;0;0
63909881510991;673;1512;0;0
63909881813173;671;1514;0;0
63909882118463;668;1517;0;0
63909882421040;662;1523;0;0
63909882721750;659;1526;0;0
63909883022849;657;1528;0;0
63909883328867;651;1534;0;0
63909883635892;649;1536;0;0
63909883940131;645;1540;0;0
63909884243069;643;1542;0;0
63909884549301;641;1544;0;0
63909884855310;641;1544;0;0
63909885163556;637;1548;0;0
63909885470222;637;1548;0;0
63909885773401;634;1551;0;0
63909886082011;632;1553;0;0
63909886385098;631;1554;0;0
63909886688669;628;1557;0;0
63909886997423;626;1559;0;0
63909887304536;626;1559;0;0
63909887605433;626;1559;0;0
63909887909099;623;1562;0;0
63909888218759;621;1564;0;0
63909888523179;620;1565;0;0
63909888824135;617;1568;0;0
63909889125473;615;1570;0;0
63909889429518;613;1572;0;0
63909889732557;613;1572;0;0
63909890035928;611;1574;0;0
63909890336045;610;1575;0;0
63909890637677;608;1577;0;0
63909890941337;605;1580;0;0
63909891245424;598;1587;0;0
63909891548093;597;1588;0;0
63909891849979;592;1593;0;0
63909892159189;589;1596;0;0
63909892466431;587;1598;0;0
63909892772269;581;1604;0;0
63909893077963;580;1605;0;0
63909893385041;579;1606;0;0
63909893685614;576;1609;0;0
63909893990169;575;1610;0;0
63909894296336;574;1611;0;0
63909894600091;570;1615;0;0
63909894903625;566;1619;0;0
63909895211010;565;1620;0;0
63909895514232;560;1625;0;0
63909895819791;557;1628;0;0
63909896125685;555;1630;0;0
63909896425853;555;1630;0;0
63909896727082;553;1632;0;0
63909897029021;553;1632;0;0
63909897340047;553;1632;0;0
63909897648700;552;1633;0;0
63909897957516;550;1635;0;0
63909898265517;548;1637;0;0
63909898571622;547;1638;0;0
63909898875442;547;1638;0;0
63909899176514;547;1638;0;0
63909899481111;547;1638;0;0
63909899789060;546;1639;0;0
63909900093851;545;1640;0;0
63909900394496;545;1640;0;0
63909900705717;544;1641;0;0
63909901022565;543;1642;0;0
63909901324499;542;1642;0;1
63909901639350;542;1642;0;1
63909901950388;541;1643;0;1
63909902271146;540;1644;0;1
63909902588546;535;1649;0;1
63909902891657;535;1649;0;1
63909903192269;535;1649;0;1
63909903494916;535;1649;0;1
63909903804930;533;1651;0;1
63909904110103;532;1652;0;1
63909904414507;532;1652;0;1
63909904715418;532;1651;0;2
63909905036654;530;1653;0;2
63909905346283;528;1655;0;2
63909905657608;527;1656;0;2
63909905962384;527;1656;0;2
63909906280739;525;1658;0;2
63909906584441;522;1661;0;2
63909906886699;519;1664;0;2
63909907200189;518;1665;0;2
63909907516965;516;1667;0;2
63909907832993;513;1670;0;2
63909908152214;513;1670;0;2
63909908452607;509;1674;0;2
63909908769230;509;1674;0;2
63909909081844;509;1674;0;2
63909909402808;508;1675;0;2
63909909715147;507;1675;0;3
63909910018829;506;1676;0;3
63909910334896;505;1677;0;3
63909910649980;504;1678;0;3
63909910954824;502;1680;0;3
63909911272799;500;1682;0;3
63909911577735;500;1682;0;3
63909911892209;498;1684;0;3
63909912210282;496;1686;0;3
63909912513221;496;1686;0;3
63909912830152;496;1686;0;3
63909913145544;495;1687;0;3
63909913461722;493;1689;0;3
63909913777664;492;1690;0;3
63909914093091;490;1692;0;3
63909914409211;490;1692;0;3
63909914711721;489;1693;0;3
63909915028796;488;1694;0;3
63909915349002;487;1695;0;3
63909915663752;484;1698;0;3
63909915981127;483;1699;0;3
63909916293336;482;1700;0;3
63909916609718;481;1701;0;3
63909916925882;479;1703;0;3
63909917237914;479;1703;0;3
63909917541018;477;1704;0;4
63909917849390;477;1704;0;4
63909918164263;477;1704;0;4
63909918478035;475;1706;0;4
63909918786579;474;1707;0;4
63909919094417;472;1709;0;4
63909919398457;471;1710;0;4
63909919699243;471;1710;0;4
63909920010140;470;1711;0;4
63909920327339;470;1711;0;4
63909920640323;469;1712;0;4
63909920957549;467;1714;0;4
63909921273051;467;1714;0;4
63909921590017;467;1714;0;4
63909921908752;465;1716;0;4
63909922211055;464;1717;0;4
63909922523250;464;1716;0;5
63909922825516;464;1716;0;5
63909923145408;464;1716;0;5
63909923462644;464;1715;0;6
63909923778042;462;1717;0;6
63909924089614;461;1718;0;6
63909924392794;461;1718;0;6
63909924706044;460;1719;0;6
63909925013623;458;1721;0;6
63909925324582;456;1723;0;6
63909925633404;456;1723;0;6
63909925937522;455;1724;0;6
63909926253964;454;1725;0;6
63909926569507;453;1726;0;6
63909926874533;453;1726;0;6
63909927189829;453;1726;0;6
63909927501102;453;1726;0;6
63909927810091;453;1726;0;6
63909928115268;453;1726;0;6
63909928417120;453;1725;0;7
63909928726148;453;1725;0;7
63909929030297;451;1727;0;7
63909929341661;451;1727;0;7
63909929645484;450;1728;0;7
63909929946813;450;1728;0;7
63909930249704;450;1728;0;7
63909930557190;450;1728;0;7
63909930868408;450;1727;0;8
63909931169850;449;1727;0;9
63909931476681;446;1730;0;9
63909931782333;446;1730;0;9
63909932092276;446;1730;0;9
63909932392758;446;1730;0;9
63909932693353;443;1733;0;9
63909932994608;443;1733;0;9
63909933298346;441;1735;0;9
63909933605886;441;1735;0;9
63909933914128;441;1735;0;9
63909934220792;440;1736;0;9
63909934526990;439;1737;0;9
63909934832456;437;1739;0;9
63909935133366;436;1740;0;9
63909935436937;436;1740;0;9
63909935743916;436;1740;0;9
63909936044357;435;1741;0;9
63909936347278;434;1742;0;9
63909936653273;433;1743;0;9
63909936961172;432;1743;0;10
63909937261844;432;1743;0;10
63909937567551;432;1743;0;10
63909937876568;432;1743;0;10
63909938183360;432;1743;0;10
63909938489594;429;1746;0;10
63909938793547;429;1746;0;10
63909939102888;428;1747;0;10
63909939409267;426;1749;0;10
63909939713562;423;1752;0;10
63909940019968;422;1753;0;10
63909940322740;420;1755;0;10
63909940624069;419;1756;0;10
63909940926233;418;1757;0;10
63909941232794;418;1757;0;10
63909941543496;417;1758;0;10
63909941850660;417;1758;0;10
63909942152464;416;1759;0;10
63909942459508;416;1759;0;10
63909942766963;415;1760;0;10
63909943070412;415;1760;0;10
63909943374826;415;1760;0;10
63909943683447;415;1759;0;11
63909943988693;414;1760;0;11
63909944293353;414;1760;0;11
63909944599574;413;1761;0;11
63909944904289;412;1762;0;11
63909945209278;410;1764;0;11
63909945512531;409;1765;0;11
63909945818831;409;1765;0;11
63909946121108;409;1765;0;11
63909946430493;408;1766;0;11
63909946734219;407;1767;0;11
63909947036730;407;1767;0;11
63909947339557;406;1768;0;11
63909947640602;405;1769;0;11
63909947948321;405;1769;0;11
63909948252168;405;1769;0;11
63909948553385;404;1770;0;11
63909948863446;404;1770;0;11
63909949163534;403;1771;0;11
63909949465601;402;1772;0;11
63909949780914;401;1773;0;11
63909950090071;398;1776;0;11
63909950390214;398;1776;0;11
63909950692297;397;1777;0;11
63909950996176;397;1777;0;11
63909951298243;397;1777;0;11
63909951605867;397;1777;0;11
63909951914645;396;1778;0;11
63909952222079;395;1779;0;11
63909952525437;394;1780;0;11
63909952826270;393;1781;0;11
63909953132160;391;1783;0;11
63909953437251;391;1783;0;11
63909953740510;391;1783;0;11
63909954047077;390;1784;0;11
63909954355592;390;1784;0;11
63909954664593;389;1785;0;11
63909954969011;389;1785;0;11
63909955272162;388;1786;0;11
63909955572195;388;1786;0;11
63909955880355;387;1787;0;11
63909956185108;387;1787;0;11
63909956486510;387;1787;0;11
63909956791586;385;1789;0;11
63909957097523;383;1791;0;11
63909957401113;383;1791;0;11
63909957705561;382;1792;0;11
63909958010796;381;1793;0;11
63909958314026;381;1793;0;11
63909958619001;380;1794;0;11
63909958930672;379;1795;0;11
63909959231368;377;1797;0;11
63909959537902;376;1798;0;11
63909959844529;375;1799;0;11
63909960148174;375;1799;0;11
63909960450481;375;1799;0;11
63909960751785;374;1800;0;11
63909961058942;374;1800;0;11
63909961360050;372;1802;0;11
63909961662163;372;1802;0;11
63909961971142;371;1803;0;11
63909962272672;370;1804;0;11
63909962574735;370;1804;0;11
63909962876432;369;1805;0;11
63909963180921;367;1807;0;11
63909963484257;367;1807;0;11
63909963789920;367;1807;0;11
63909964096532;366;1808;0;11
63909964405886;365;1809;0;11
63909964711971;363;1811;0;11
63909965015762;362;1812;0;11
63909965316822;361;1813;0;11
63909965623883;360;1814;0;11
63909965924579;360;1814;0;11
63909966232235;358;1816;0;11
63909966535303;356;1818;0;11
63909966842281;356;1818;0;11
63909967145191;355;1819;0;11
63909967451567;355;1819;0;11
63909967756243;355;1819;0;11
63909968059079;353;1821;0;11
63909968370253;352;1822;0;11
63909968678904;352;1822;0;11
63909968982460;349;1825;0;11
63909969283074;348;1826;0;11
63909969589653;347;1827;0;11
63909969896004;347;1827;0;11
63909970202784;345;1829;0;11
63909970506768;344;1830;0;11
63909970815399;344;1830;0;11
63909971116190;344;1830;0;11
63909971421499;342;1832;0;11
63909971725366;342;1832;0;11
63909972031204;342;1832;0;11
63909972336767;342;1832;0;11
63909972639559;341;1833;0;11
63909972946981;339;1835;0;11
63909973255217;338;1835;0;12
63909973563333;337;1836;0;12
63909973869128;337;1836;0;12
63909974175450;336;1837;0;12
63909974481512;332;1841;0;12
63909974782283;331;1842;0;12
63909975088589;331;1842;0;12
63909975393225;331;1842;0;12
63909975696614;331;1842;0;12
63909976002696;330;1843;0;12
63909976310281;328;1845;0;12
63909976615788;328;1845;0;12
63909976921112;326;1847;0;12
63909977230409;325;1848;0;12
63909977534697;325;1848;0;12
